code,name_vi,name_en
A59.0,Bệnh do trichomonas đường sinh dục - tiết niệu,Urogenital trichomoniasis
A59.8,Bệnh do trichomonas ở vị trí khác,Trichomoniasis of other sites
A59.9,"Bệnh do nhiễm trichomonas, không xác định","Trichomoniasis, unspecified"
A60,Bệnh nhiễm virus herpes [herpes simplex] vùng hậu môn sinh dục,Anogenital herpesviral [herpes simplex] infection
A60.0,Bệnh nhiễm virus herpes [herpes simplex] ở đường sinh dục và/hoặc đường niệu - sinh dục,Herpesviral infection of genitalia and urogenital tract
A60.1,Bệnh do virus herpes [herpes simplex] ở da quanh hậu môn và/hoặc trực tràng,Herpesviral infection of perianal skin and rectum
A60.9,"Nhiễm virus herpes [herpes simplex] ở hậu môn - sinh dục, không xác định","Anogenital herpesviral infection, unspecified"
A63,"Bệnh khác lây chủ yếu qua đường tình dục, không phân loại mục khác","Other predominantly sexually transmitted diseases, not elsewhere classified"
A63.0,"Mụn cơm [sùi mào gà, hoa liễu ở hậu môn - sinh dục]",Anogenital (venereal) warts
A63.8,Bệnh lây truyền chủ yếu qua đường tình dục xác định khác,Other specified predominantly sexually transmitted diseases
A64,Bệnh lây truyền qua đường tình dục không xác định,Unspecified sexually transmitted disease
A65,Bệnh giang mai không lây qua đường tình dục,Nonvenereal syphilis
A66,Bệnh ghẻ cóc [do Spirochaete Treponema pallidum],Yaws
A66.0,Tổn thương ban đầu của ghẻ cóc,Initial lesions of yaws
A66.1,Đa u nhú mềm và/hoặc ghẻ cóc tổn thương ở lòng bàn tay hoặc lòng bàn chân,Multiple papillomata and wet crab yaws
A66.2,Tổn thương da sớm khác của ghẻ cóc,Other early skin lesions of yaws
A66.3,Quá sản sừng của ghẻ cóc,Hyperkeratosis of yaws
A66.4,Gôm và/hoặc loét của ghẻ cóc,Gummata and ulcers of yaws
A66.5,Bệnh Gangosa [bệnh loét quanh mũi],Gangosa
A66.6,Tổn thương xương và/hoặc khớp do ghẻ cóc,Bone and joint lesions of yaws
A66.7,Biểu hiện khác của bệnh ghẻ cóc,Other manifestations of yaws
A66.8,Bệnh ghẻ cóc tiềm ẩn,Latent yaws
A66.9,"Bệnh ghẻ cóc [do Spirochaete Treponema pallidum], không xác định","Yaws, unspecified"
A67,Bệnh Pinta [do Treponema carateum],Pinta [carate]
A67.0,Tổn thương sơ nhiễm của pinta,Primary lesions of pinta
A67.1,Tổn thương trung gian của pinta,Intermediate lesions of pinta
A67.2,Tổn thương giai đoạn muộn của pinta,Late lesions of pinta Cardiovascular
A67.3,Tổn thương hỗn hợp của pinta,Mixed lesions of pinta
A67.9,"Bệnh pinta [do Treponema carateum], không xác định","Pinta, unspecified"
A68,Bệnh sốt tái phát,Relapsing fevers
A68.0,Sốt tái phát do chấy rận,Louse-borne relapsing fever
A68.1,Sốt tái phát do ve truyền,Tick-borne relapsing fever
A68.9,"Sốt tái phát, không xác định","Relapsing fever, unspecified"
A69,Bệnh do xoắn khuẩn khác,Other spirochaetal infections
A69.0,Viêm loét hoại tử ở miệng,Necrotizing ulcerative stomatitis
A69.1,Viêm họng nhiễm trùng Vincent khác,Other Vincent infections
A69.2,Bệnh Lyme,Lyme disease
A69.8,Bệnh nhiễm xoắn khuẩn xác định khác,Other specified spirochaetal infections
A69.9,"Bệnh nhiễm xoắn khuẩn, không xác định","Spirochaetal infection, unspecified"
A70,Bệnh do nhiễm Chlamydia psittaci,Chlamydia psittaci infection
A71,Bệnh mắt hột,Trachoma
A71.0,Giai đoạn đầu của bệnh mắt hột,Initial stage of trachoma
A71.1,Giai đoạn hoạt hóa của bệnh mắt hột,Active stage of trachoma
A71.9,"Bệnh mắt hột, không xác định","Trachoma, unspecified"
A74,Bệnh khác do nhiễm chlamydia,Other diseases caused by chlamydiae
A74.0,Viêm kết mạc do nhiễm chlamydia (H13.1*),Chlamydial conjunctivitis (H13.1*)
A74.8,Bệnh do nhiễm chlamydia khác,Other chlamydial diseases
A74.9,"Bệnh do nhiễm chlamydia, không xác định","Chlamydial infection, unspecified"
A75,Bệnh sốt phát ban,Typhus fever
A75.0,Sốt phát ban dịch tễ do chấy rận truyền nhiễm Rickettsia prowazekii,Epidemic louse- borne typhus fever due to Rickettsia prowazekii
A75.1,Bệnh sốt phát ban tái phát [bệnh Brill],Recrudescent typhus [Brill disease]
A75.2,Bệnh sốt phát ban do nhiễm Rickettsia typhi,Typhus fever due to Rickettsia typhi
A75.3,Bệnh sốt phát ban do nhiễm Rickettsia tsutsugamushi,Typhus fever due to Rickettsia tsutsugamushi
A75.9,"Bệnh sốt phát ban, không xác định","Typhus fever, unspecified"
A77,Sốt phát ban đốm [nhiễm Rickttsia do bọ ve truyền],Spotted fever [tick- borne rickettsioses]
A77.0,Bệnh sốt phát ban đốm do nhiễm Rickettsia rikettsii,Spotted fever due to Rickettsia rickettsii
A77.1,Sốt phát ban dạng đốm do Rickettsia conoril,Spotted fever due to Rickettsia conorii
A77.2,Sốt phát ban dạng đốm do Rickettsia siberica,Spotted fever due to Rickettsia sibirica
A77.3,Sốt phát ban dạng đốm do Rickettsia australis,Spotted fever due to Rickettsia australis
A77.8,Sốt phát ban dạng đốm khác,Other spotted fevers
A77.9,"Sốt phát ban dạng đốm, không xác định","Spotted fever, unspecified"
A78,Sốt Q,Q fever
A79,Bệnh khác do nhiễm Rickettsia,Other rickettsioses
A79,nhiễm Rickettsia,Other rickettsioses Bệnh khác do
A79.0,Bệnh sốt chiến hào [sốt tái phát khoảng 5 ngày/lần do Bartonella quintana],Trench fever
A79.1,Mụn Rickettsia do nhiễm Rickettsia akari,Rickettsialpox due to Rickettsia akari
A79.8,Bệnh sốt do Rickettsia xác định khác,Other specified rickettsioses
A79.9,"Bệnh sốt do Rickettsia khác, không xác định","Rickettsiosis, unspecified"
A80,Bệnh bại liệt cấp tính,Acute poliomyelitis
A80,cấp tính,Acute poliomyelitis Bệnh bại liệt
A80.0,"Bệnh bại liệt cấp tính, thể liệt, liên quan đến vắc xin","Acute paralytic poliomyelitis, vaccine-associated"
A80.1,"Bệnh bại liệt cấp tính, thể liệt, do virus hoang dã, ngoại lai","Acute paralytic poliomyelitis, wild virus, imported"
A80.2,"Bệnh bại liệt cấp tính, thể liệt, do virus hoang dã, bản địa","Acute paralytic poliomyelitis, wild virus, indigenous"
A80.3,"Bệnh bại liệt cấp tính, thể liệt, do nguyên nhân khác và/hoặc không xác định","Acute paralytic poliomyelitis, other and unspecified"
A80.4,Bệnh bại liệt cấp tính thể không liệt,Acute nonparalytic poliomyelitis
A80.9,"Bệnh bại liệt cấp tính, không xác định","Acute poliomyelitis, unspecified"
A81,Bệnh do virus không điển hình ở hệ thần kinh trung ương,Atypical virus infections of central nervous system
A81.0,Bệnh bò điên [Creutzfeidt- Jakob],Creutzfeldt-Jakob disease
A81.1,Viêm toàn não xơ hóa bán cấp tính,Subacute sclerosing panencephalitis
A81.2,Bệnh lý não chất trắng đa ổ tiến triển,Progressive multifocal leukoencephalopat hy
A81.8,Nhiễm virus không điển hình khác của hệ thần kinh trung ương,Other atypical virus infections of central nervous system
A81.9,"Nhiễm virus không điển hình của hệ thần kinh trung ương, không xác định","Atypical virus infection of central nervous system, unspecified"
A82,Bệnh dại ở người,Rabies
A82.0,Bệnh dại cộng sinh [bệnh dại ở động vật hoang dã],Sylvatic rabies
A82.1,Bệnh dại đô thị,Urban rabies
A82.9,"Bệnh dại, không xác định","Rabies, unspecified"
A83,Bệnh viêm não virus do muỗi truyền,Mosquito-borne viral encephalitis
A83.0,Bệnh viêm não Nhật Bản,Japanese encephalitis
A83.1,Bệnh viêm não ngựa miền Tây,Western equine encephalitis
A83.2,Bệnh viêm não ngựa miền Đông,Eastern equine encephalitis
A83.3,Bệnh viêm não St. Louis,St Louis encephalitis
A83.4,Bệnh viêm não châu Úc,Australian encephalitis
A83.5,Bệnh viêm não California,California encephalitis
A83.6,Bệnh virus Rocio,Rocio virus disease
A83.8,Bệnh viêm não virus khác do muỗi truyền,Other mosquito- borne viral encephalitis
A83.9,"Bệnh viêm não virus do muỗi truyền, không xác định","Mosquito-borne viral encephalitis, unspecified"
A84,Bệnh viêm não virus do bọ ve truyền,Tick-borne viral encephalitis
A84.0,Bệnh viêm não Viễn Đông do bọ ve truyền [viêm não xuân hạ Nga],Far Eastern tick- borne encephalitis [Russian spring- summer encephalitis]
A84.1,Bệnh viêm não Trung Âu do bọ ve truyền,Central European tick-borne encephalitis
A84.8,Bệnh viêm não virus khác do bọ ve truyền,Other tick-borne viral encephalitis
A84.9,"Bệnh viêm não virus do bọ ve truyền, không xác định","Tick-borne viral encephalitis, unspecified"
A85,"Bệnh viêm não khác do virus, không phân loại mục khác","Other viral encephalitis, not elsewhere classified"
A85.0,Bệnh viêm não do virus lây truyền qua đường ruột [enterovirus] (G05.1*),Enteroviral encephalitis (G05.1*)
A85.1,Bệnh viêm não do virus adeno (G05.1*),Adenoviral encephalitis (G05.1*)
A85.2,"Bệnh viêm não virus do tiết túc truyền [virus Arbo], không xác định","Arthropod-borne viral encephalitis, unspecified"
A85.8,Bệnh viêm não do virus xác định khác,Other specified viral encephalitis
A86,Bệnh viêm não do virus không xác định,Unspecified viral encephalitis
A87,Bệnh viêm màng não do virus,Viral meningitis
A87.0,Bệnh viêm màng não do virus lây truyền qua đường ruột [enterovirus] (G02.0*),Enteroviral meningitis (G02.0*)
A87.1,Bệnh viêm màng não do virus adeno (G02.0*),Adenoviral meningitis (G02.0*)
A87.2,Bệnh viêm màng não đám rối màng mạch tế bào lympho,Lymphocytic choriomeningitis
A87.8,Bệnh viêm màng não do virus khác,Other viral meningitis
A87.9,"Bệnh viêm màng não do virus, không xác định","Viral meningitis, unspecified"
A88,"Nhiễm virus khác của hệ thần kinh trung ương, không phân loại mục khác","Other viral infections of central nervous system, not elsewhere classified"
A88.0,Sốt ngoại ban do virus lây truyền qua đường ruột [enterovirus] [ngoại ban Boston],Enteroviral exanthematous fever [Boston exanthem]
A88.1,Chóng mặt dịch tễ [viêm dây thần kinh tiền đình],Epidemic vertigo
A88.8,Nhiễm virus xác định khác của hệ thần kinh trung ương,Other specified viral infections of central nervous system
A89,Nhiễm virus không xác định của hệ thần kinh trung ương,Unspecified viral infection of central nervous system
A92,Bệnh sốt virus khác do muỗi truyền,Other mosquito- borne viral fevers
A92.0,Bệnh do nhiễm virus Chikungunya,Chikungunya virus disease
A92.1,Bệnh sốt do virus O’nyong nyong,O'nyong-nyong fever
A92.2,Bệnh sốt ngựa Venezuela,Venezuelan equine fever
A92.3,Bệnh nhiễm virus tây sông Nin,West Nile virus infection
A92.4,Bệnh sốt thung lũng Rift,Rift Valley fever
A92.5,Bệnh nhiễm virus Zika,Zika virus disease
A92.8,Bệnh sốt virus xác định khác do muỗi truyền,Other specified mosquito-borne viral fevers
A92.9,"Bệnh sốt virus do muỗi truyền, không xác định","Mosquito-borne viral fever, unspecified"
A93,"Bệnh sốt virus khác do tiết túc truyền [virus arbo], không phân loại mục khác","Other arthropod- borne viral fevers, not elsewhere classified"
A93.0,Bệnh do virus Oropouche,Oropouche virus disease
A93.1,Bệnh sốt ruồi cát [sốt Phlebotomus] [sốt 3 ngày],Sandfly fever
A93.2,Bệnh sốt do bọ ve Colorado,Colorado tick fever
A93.8,Bệnh sốt virus xác định khác do tiết túc truyền [virus arbo],Other specified arthropod-borne viral fevers
A94,Bệnh sốt virus do tiết túc truyền [virus arbo] không xác định,Unspecified arthropod-borne viral fever
A95,Bệnh sốt vàng,Yellow fever
A95.0,Bệnh sốt vàng cộng sinh [bệnh sốt vàng ở động vật hoang dã],Sylvatic yellow fever
A95.1,Bệnh sốt vàng đô thị,Urban yellow fever
A95.9,"Bệnh sốt vàng, không xác định","Yellow fever, unspecified"
A96,Bệnh sốt xuất huyết do virus arena,Arenaviral haemorrhagic fever
A96.0,Bệnh sốt xuất huyết do virus Junin,Junin haemorrhagic fever
A96.1,Bệnh sốt xuất huyết do virus Machupo,Machupo haemorrhagic fever
A96.2,Bệnh sốt xuất huyết do virus Lassa,Lassa fever
A96.8,Bệnh sốt xuất huyết do virus arena khác,Other arenaviral haemorrhagic fevers
A96.9,"Bệnh sốt xuất huyết do virus arena, không xác định","Arenaviral haemorrhagic fever, unspecified"
A97,Bệnh sốt xuất huyết Dengue,Dengue
A97.0,Bệnh sốt xuất huyết Dengue không có dấu hiệu cảnh báo,Dengue without warning signs
A97.1,Bệnh sốt xuất huyết Dengue có dấu hiệu cảnh báo,Dengue with warning signs
A97.2,Bệnh sốt xuất huyết Dengue nặng,Severe Dengue
A97.9,"Bệnh sốt xuất huyết Dengue, không xác định","Dengue, unspecified Dengue fever [DF] NOS"
A98,"Bệnh sốt xuất huyết do virus khác, không phân loại mục khác","Other viral haemorrhagic fevers, not elsewhere classified"
A98.0,Bệnh sốt xuất huyết Crimean-Congo,Crimean-Congo haemorrhagic fever
A98.1,Bệnh sốt xuất huyết Omsk,Omsk haemorrhagic fever
A98.2,Bệnh sốt xuất huyết rừng Kyasanur,Kyasanur Forest disease
A98.3,Bệnh sốt xuất huyết do virus Marburg,Marburg virus disease
A98.4,Bệnh sốt xuất huyết do virus Ebola,Ebola virus disease
A98.5,Bệnh sốt xuất huyết kèm hội chứng thận,Haemorrhagic fever with renal syndrome
A98.8,Bệnh sốt xuất huyết do virus xác định khác,Other specified viral haemorrhagic fevers
A99,Bệnh sốt xuất huyết do virus không xác định,Unspecified viral haemorrhagic fever
B00,Bệnh do nhiễm virus herpes [herpes simplex],Herpesviral [herpes simplex] infections
B00.0,Bệnh chàm do nhiễm virus herpes [herpes simplex],Eczema herpeticum Kaposi varicelliform
B00.1,Bệnh viêm da rộp nước do nhiễm virus herpes [herpes simplex],Herpesviral vesicular dermatitis
B00.2,[nướu] và/hoặc viêm amydan - hầu do nhiễm virus herpes [herpes,Herpesviral gingivostomatitis and pharyngotonsillitis
B00.3,Bệnh viêm màng não do nhiễm virus herpes [herpes simplex] (G02.0*),Herpesviral meningitis (G02.0*)
B00.4,Bệnh viêm não do nhiễm virus herpes [herpes simplex] (G05.1*),Herpesviral encephalitis (G05.1*)
B00.5,Bệnh mắt do nhiễm virus herpes [herpes simplex],Herpesviral ocular disease
B00.7,Bệnh do nhiễm virus herpes [herpes simplex] lan tỏa,Disseminated herpesviral disease
B00.8,Dạng khác của nhiễm virus herpes [herpes simplex],Other forms of herpesviral infection
B00.9,"Bệnh do nhiễm virus herpes [herpes simplex], không xác định","Herpesviral infection, unspecified"
B01,Bệnh thủy đậu,Varicella [chickenpox]
B01.0,Bệnh viêm màng não do thủy đậu (G02.0*),Varicella meningitis (G02.0*)
B01.1,Bệnh viêm não do thủy đậu (G05.1*),Varicella encephalitis (G05.1*)
B01.2,Bệnh viêm phổi do thủy đậu (J17.1*),Varicella pneumonia (J17.1*)
B01.8,Bệnh thủy đậu kèm biến chứng khác,Varicella with other complications
B01.9,Bệnh thủy đậu không biến chứng,Varicella without complication
B02,Bệnh zona [herpes zoster] [bệnh giời leo],Zoster [herpes zoster]
B02.0,Viêm não do zona (G05.1*),Zoster encephalitis (G05.1*)
B02.1,Viêm màng não do zona (G02.0*),Zoster meningitis (G02.0*)
B02.2,Tổn thương hệ thần kinh khác do zona,Zoster with other nervous system involvement
B02.3,Bệnh mắt do zona,Zoster ocular disease
B02.7,Bệnh zona lan tỏa,Disseminated zoster
B02.8,Bệnh zona kèm biến chứng khác,Zoster with other complications
B02.9,Bệnh zona không biến chứng,Zoster without complication
